읍면,급사면px,물리_임계비율,평균경사,급사면비율,평균dNBR,흉터비율,평균토심,평균m0,y
시천면,33589,0.0006252046801036053,26.916036187472073,0.835547263681592,-0.2641489384326187,0.0025603620232814315,0.5393298410968103,0.13301974118528698,0
시천면,29590,0.0,27.686639691817273,0.73975,-0.2870086985944539,0.0,0.5536363624718673,0.1365799279773344,0
시천면,37779,5.2939463723232484e-05,30.415893543025,0.944475,-0.13279011693093853,0.04441621006379205,0.5421808415925686,0.1181820605767941,0
시천면,38236,0.02034731666492311,31.486696167712505,0.9559,0.18418679685971032,0.6453080866199393,0.44137723760439496,0.10231718951502047,0
시천면,38893,0.011775897976499626,30.82185899909426,0.972325,0.259864663569695,0.8475304039287276,0.45065564659670265,0.10000000149011612,0
시천면,39375,0.0020063492063492065,31.947551495991057,0.984375,0.5207717073398923,1.0,0.2902069866184204,0.11640127157578392,0
삼장면,34412,0.041584331047309075,25.560185780736383,0.8603,0.4514695196478201,0.9988376147855399,0.6666976640571013,0.1788823692818516,0
삼장면,37442,0.029458896426472946,27.7954503908275,0.93605,0.34996420417871854,0.9733454409486673,0.5798675293658738,0.1274050550473535,0
삼장면,35766,0.013336688475088072,26.667851234931565,0.89415,0.2511572766859301,0.8644802326231616,0.5966336749057032,0.17518872933421953,0
삼장면,38828,0.020397651179561143,28.910309564616586,0.9658706467661692,0.36382205569594706,0.9694035232306583,0.448261565410128,0.12115998944321167,0
삼장면,34357,0.016677824024216317,27.15862452871784,0.858925,0.339239445561127,0.956486305556364,0.5288034465318892,0.11566493172325071,0
금서면,38260,0.037036069001568216,29.327927398532083,0.9565,0.3346988181258903,0.9630423418714061,0.41872190426561884,0.11414270948967227,0
금서면,36786,0.008100907954112977,27.646913386503414,0.91965,0.0688460108240266,0.4216549774370684,0.5245419457633402,0.1093948801164914,0
시천면,36995,0.0,32.69314820928531,0.9839095744680851,-0.36472199858019894,0.0,0.2419881084534361,0.1173509953368079,0
시천면,38533,0.0,32.10244527448549,0.963325,-0.2624553526403421,0.0058131990761165755,0.601418265273488,0.11447071518325647,0
시천면,31434,0.0001908761213972132,29.507962601492938,0.78585,-0.22330354479107056,0.016415346440160336,0.7167239290072337,0.17678628501866225,0
시천면,33593,0.00014884053225374335,29.734096925937774,0.839825,-0.26951632010856275,0.00759086714494091,0.5492319835879607,0.1699193310209573,0
시천면,38734,0.00020653689265245003,34.79999874463822,0.96835,-0.4735985886300347,0.0,0.35074224411593363,0.12060463855038918,0
시천면,33042,0.00024211609466739302,31.050880168585532,0.82605,-0.3950645108597042,0.00048423218933478604,0.2983142677246965,0.13106954999114273,0
시천면,36373,0.0004948725703131444,30.93495362567878,0.909325,-0.44075189991990166,0.0005773513320320018,0.30197124478472726,0.11978665674609956,0
시천면,28579,0.004513803841981875,28.132367505699865,0.714475,-0.3315434453776088,0.002134434374890654,0.4965044283138796,0.1648728123711002,0
시천면,33046,0.0,29.34272750350499,0.8220398009950248,-0.3610823719557908,0.0009380863039399625,0.37654633006458743,0.11771470258589707,0
시천면,38941,0.0,31.144453338082695,0.973525,-0.30374426591185527,0.015099766313140393,0.2037017566950313,0.10248324541003717,0
시천면,34166,0.0,28.15359180099071,0.85415,-0.2413458386117799,0.02493707194286718,0.2969472590714618,0.12086284790531099,0
시천면,31341,3.1907086563925845e-05,27.36650805949389,0.783525,-0.1055253328144265,0.06266551801155036,0.37179573246128905,0.12821543855903852,0
시천면,37857,0.008135879758036823,28.65505843093638,0.946425,0.1743262779377437,0.6724515941569591,0.415764589601772,0.10022453064262847,0
삼장면,38607,0.005646644390913565,30.50952687225077,0.965175,0.34340830522571825,0.902116196544668,0.30918227474399607,0.12244152797262878,0
삼장면,35634,0.05289891676488747,29.40099031708287,0.89085,0.38298264563498186,0.946259190660605,0.4826345631008351,0.15894370781829703,0
삼장면,37170,0.019020715630885122,29.834496348039547,0.92925,0.2582984447815547,0.7862792574656982,0.42342346118949004,0.12535647213968149,0
삼장면,36465,0.0008227067050596463,27.396831362227527,0.911625,0.0613381711857127,0.3887014945838475,0.5246551494016154,0.16096531159917335,0
삼장면,37203,0.007687552079133403,27.558720679865427,0.9254477611940298,0.1791004005855053,0.6281213880601026,0.5371287266777859,0.1671451251958146,0
삼장면,39101,0.0003836219022531393,31.62060352298708,0.977525,0.24362126167115633,0.7636889082120661,0.21114549787319645,0.10244495178357539,0
금서면,38047,0.00015769968722895367,29.798138922666453,0.951175,-0.05980020058597925,0.18258995452992352,0.4529778965372298,0.14936526098461925,0
금서면,35530,0.0,28.65276602348609,0.88825,-0.05893504494037856,0.1995496763298621,0.3695356054445941,0.10408668885751406,0
금서면,36652,0.0,27.81064371069771,0.9163,-0.2745563742986852,0.0039015606242496998,0.6105478558379153,0.11006220844438584,0
금서면,37769,0.0,29.179058437064104,0.944225,-0.3574257034431882,0.004977627154544732,0.7283420262069648,0.10553099260559914,0
시천면,36523,0.0003833200996632259,32.96798404230592,0.9713563829787234,-0.298135843444773,0.00024642006406921664,0.5256797097058481,0.1051145869405929,0
시천면,36932,0.0,33.76534568856755,0.9233,-0.3622679559132607,0.0,0.7315119676655878,0.10779540939261592,0
시천면,35954,0.001112532680647494,34.331605752795454,0.89885,-0.3416657334414607,0.0,0.7266256885062523,0.1374728840644148,0
시천면,39064,0.0009983616629121441,34.78838224081922,0.9766,-0.45250309745292905,0.0,0.5702193845498307,0.11143764245514373,0
시천면,26974,0.00044487284051308667,31.87849231079898,0.67435,-0.334207720383889,0.006117001557054942,0.5352784161171222,0.12182472201146126,0
시천면,33029,0.0008780162887159768,33.27177369358169,0.825725,-0.3404697018113574,0.0016652033061854733,0.23103787809264784,0.11536831455704208,0
시천면,32257,0.0014570480825867253,33.045300280474635,0.806425,-0.36877518676189835,0.0019530644511268872,0.3445872237363818,0.13338965432348315,0
시천면,35171,0.000597082823917432,28.38079261920785,0.879275,-0.3199799440471546,0.0010235705552870263,0.6299877742627445,0.14417560236797392,0
시천면,38673,0.0001551470017841905,31.64019234957917,0.9620149253731344,-0.3041507745758469,0.0,0.5203850242576992,0.11529232452718453,0
시천면,36108,0.0006923673424171928,28.92658282248063,0.9027,-0.14898272003108615,0.05788190982607733,0.6042331345899333,0.17394206529272524,0
시천면,32738,0.0007941841285356466,27.14623741282388,0.81845,-0.04963811725085806,0.1324454762050217,0.5851961026068672,0.17650131612030243,0
시천면,38739,0.0005162755879088257,31.44852065348275,0.968475,0.023366163640413853,0.26020289630604815,0.2803866929599923,0.1146157636016068,0
삼장면,38371,0.0,29.852704662250325,0.959275,0.017047545366371937,0.25157019624195354,0.20000000298023224,0.10000000149011612,0
삼장면,36378,0.0003573588432569135,28.53898772729866,0.90945,0.06686268006703147,0.3243718731101215,0.48147094543218166,0.15117653752127483,0
삼장면,36702,0.014794834068988067,29.62049692023074,0.91755,0.12249823451995302,0.5148493270121519,0.5134529466253328,0.1569914469472781,0
삼장면,37555,0.0019704433497536944,28.55056579395833,0.938875,0.0575973918729236,0.3656503794434829,0.512560245618492,0.1625748925836517,0
삼장면,31193,0.001186163562337704,27.455270861316666,0.779825,-0.1604615632271164,0.014266021222710224,0.5247315094603436,0.17725130902409258,0
삼장면,37207,0.0033595828741903406,30.041506263766127,0.925547263681592,-0.008348893670598911,0.1985916628591394,0.44163060813864286,0.14998253240396806,0
삼장면,37332,0.0017679202828672453,28.931033056775792,0.9333,-0.01694796372791737,0.20872174006214508,0.4843914076122302,0.15763956090467518,0
금서면,35417,0.0026540926673631307,28.66353519438728,0.885425,-0.18850503794431497,0.051190106446056975,0.6898085669111781,0.20780981261695794,0
